ssn,first_name_education,middle_name_education,last_name_education,gender_education,current_age,birth_date_education,street_address_education,suburb_education,postcode_education,state_education,phone_education,email_education,education,occupation,salary,credit_card_number,years_of_experience,employment_timestamp,first_name_medical,middle_name_medical,last_name_medical,gender_medical,age_at_consultation,birth_date_medical,medicare_number,street_address_medical,suburb_medical,postcode_medical,state_medical,phone_medical,email_medical,marital_status,height,weight,bmi,blood_pressure,cholesterol_level,smoking_status,clinical_notes,consultation_timestamp
h128852132,noble,allen,said,f,52,21/7/1967, 226  Nowendoc  Road ,Killawarra,2429.0,NSW, 02  7302  8568 ,said41@hotmail.com,bachelor-degree,other-technician,120936.0, 2538  1734  6397  2041 ,33,2018-11-27T07:22+00:00,noble,allen,said,f,47,21/07/1967, 8730  56323  1  1 , 5  tiwi  gardens  road  tiwi  professional  suites ,tiwi,810.0,nt,,,married,184,-99,28,75,199,0,headache,2014-02-12t12:54+00:00
a100238040,donald,daniel,bertaux,m,31,15/3/1989, 1  ocean  street  taskers  village , port  macquarie ,2444.0,nsw, 02  0693  5097 ,bertaux75@mail.com.au,doctoral-degree,ict-professional,120919.0, 6749  6903  1104  5422 ,12,2020-01-23t10:50+00:00,donald,daniel,bertaux,m,29,15/03/1989, 7968  49456  2  1 , 1  ocean  street  taskers  village , port  macquarie ,,nsw,,bertaux75@mail.com.au,not-married,197,148,38,80,154,0,transuretheral-resection-of-the-prostate-for-urinary-retention,2018-02-06t24:42+00:00
e110086140,james,l,mcdaniel,m,36,30/11/1984, 17  university  avenue  palm  plaza ,palmerston,830.0,nt, 08  5851  5782 ,mcdaniel.james@aol.com,diploma,other-technician,106661.0, 9038  8190  3409  5460 ,14,2017-07-12t22:56+00:00,james,,mcdaniel,m,32,30/11/1984, 9393  80820  1  1 , 17  university  avenue  palm  plaza ,palmerston,830.0,nt,,mcdaniel.james@aol.com,married,185,64,18,73,136,1,urinary-frenquency,2016-02-20t22:20+00:00
f190729427,janet,patricia,cartwright,f,66,27/11/1954, 15  willow  tree  place  city  view  estate ,springvale,2650.0,nsw, 02  9299  6858 ,cartwright.janet@aol.com,senior-secondary-school,clerical-worker,, 5327  9988  2620  3553 ,45,2018-03-24t24:06+00:00,janet,patricia,cartwright,f,65,27/11/1954, 3207  93336  2  2 , 15  willow  tree  place  city  view  estate ,springvale,2650.0,nsw, 02  9299  6858 ,,not-married,194,113,30,76,163,0,transient-global-amnesia,2019-03-21t11:42+00:00
b186096844,james,alexander,granojr,f,36,18/11/1982, Crockers  Road ,Westbrook,4350.0,QLD, 07  5548  1895 ,james54@mail.com.au,advance-diploma,other-technician,-9999.0, 3130  3746  0141  2301 ,19,2018-04-14T03:33+00:00,james,alexander,granojr,f,36,18/11/1982, 6109  49915  2  1 , 1  opal  field  road  sheepyard ,grawin,,nsw, 02  5062  5730 ,james54@mail.com.au,married,169,115,40,73,141,1,low-energy,2018-05-25t12:35+00:00
f135225605,christopher,jacob,clark,f,7,26/8/2009, 27  Kellermann  Close ,Holt,2615.0,ACT, 02  5367  1935 ,christopher.elhilou@gmail.com,primary-school,,0.0,,0,2016-06-04T24:48+00:00,christopher,jacob,elhilou,f,10,26/08/2009, 5552  33973  1  2 , 15  ocean  grove  currumbin  hill ,currumbin,4223.0,qld, 07  4785  4828 ,,,124,-99,28,82,145,0,low-energy,2019-05-27t05:29+00:00
b116905587,sandra,lynn,koonts,f,39,21/10/1981, 34  archer  street  sunvalley ,gladstone,4680.0,qld,,koonts.sandra@mail.com.au,senior-secondary-school,machinary-driver,16146.0, 0508  4831  4830  6012 ,20,2020-04-04t16:28+00:00,sandra,lynn,koonts,f,36,21/10/1981, 6521  78619  2  1 , 34  archer  street  sunvalley ,gladstone,4680.0,qld, 07  5923  3080 ,,married-de-facto,188,130,36,76,234,0,fall,2017-05-05t15:48+00:00
d189891838,gary,oliver,simpson,f,25,6/1/1995, 88  karalta  road  karalta  park ,erina,2250.0,nsw, 02  8835  4497 ,gary.simpson@mail.com,doctoral-degree,legal-professional,144934.0, 6240  9841  1060  3694 ,6,2020-03-18t15:23+00:00,gary,oliver,simpson,f,23,06/01/1995, 8882  64056  1  2 , 88  karalta  road  karalta  park ,erina,2250.0,nsw, 02  8835  4497 ,gary.simpson@mail.com,married,189,104,29,70,109,0,coughing,2018-07-01t01:07+00:00
c170999806,thomas,michael,seward,f,60,13/5/1960, 297  trippe  road  lakewood  estate , humpty  doo ,836.0,nt, 08  3538  3836 ,gjplrldpld@yahoo.com,certificate-iv,automotive-worker,86717.0, 8489  1244  1828  3683 ,41,2020-07-26t16:40+00:00,thomas,,seward,f,55,13/05/1960, 7990  97136  2  1 , 297  trippe  road  lakewood  estate , humpty  doo ,836.0,nt,,gjplrldpld.yahoo.com,married,179,116,36,74,136,0,fainting,2018-03-21t04:14+00:00
d139378496,andrew,ladd,neptune,m,65,7/1/1955, 8  Rosebrook  Row , East  Maitland ,2323.0,NSW, 02  8918  1663 ,neptune66@gmail.com,certificate-iii,automotive-worker,55039.0, 1431  1328  7024  8839 ,42,2016-05-19T23:59+00:00,andrew,ladd,neptune,m,58,07/01/1955, 9714  64605  1  1 , 258  spring  street  yukana  retirement  village ,toowoomba,4350.0,qld,,neptune66@gmail.com,married,175,79,25,70,191,0,fall,2013-06-20t02:30+00:00
g131828779,vaughn,charles,chisholm,f,41,21/9/1976, 92  Perry  Street ,Fairfield,3078.0,VIC, 03  7470  6473 ,vaughn.chisholm@mail.com,bachelor-degree,art-media-professional,-9999.0, 7808  2011  6838  2195 ,23,2015-05-01T16:29+00:00,vaughn,charles,chisholm,f,39,21/09/1976, 4731  23390  2  2 , 8  watson  street  watson ,ellalong,2325.0,nsw, 02  7485  6629 ,vaughn.chisholm.mail.com,married,183,116,34,75,218,0,vitamin-d-deficiency,2016-02-04t11:14+00:00
f101977111,cheryl,carlarochelle,simpson,f,31,4/6/1989, 5  tiwi  gardens  road  tiwi  professional  suites ,tiwi,810.0,nt, 08  3735  8710 ,,advance-diploma,ict-technician,74467.0, 6400  5583  9347  3521 ,11,2019-08-01t08:59+00:00,cheryl,carlarochelle,simpson,f,29,04/06/1989, 5225  28854  1  1 , 5  tiwi  gardens  road  tiwi  professional  suites ,tiwi,,nt,,cheryl39@gmail.com,married-de-facto,187,135,38,71,152,0,urinary-tract-infection,2018-01-03t01:27+00:00
b162958915,brittany,allison,thomas,f,43,20/3/1977, 1  barramundi  drive  dundee  downs ,daly,822.0,nt,,thomas.brittany@yahoo.com,certificate-ii,engineering-worker,69542.0, 6216  1049  7795  1990 ,24,2020-04-15t08:31+00:00,brittany,allison,thomas,f,39,20/03/1977, 6212  49143  2  2 , 1  barramundi  drive  dundee  downs ,daly,822.0,nt, 08  1832  3651 ,,married,177,139,44,78,183,0,benign-prostatic-hyperplasia,2016-06-14t09:03+00:00
d179040102,douglas,p,jordan,f,25,14/2/1994, Pine  Camp  Road ,Beerwah,4519.0,QLD, 07  5056  3682 ,jordan19@aol.com,certificate-iv,engineering-worker,91887.0, 4050  2707  2981  6382 ,3,2015-07-13T09:51+00:00,douglas,p,jordan,f,20,14/02/1994, 5976  49343  1  3 , 102  crown  street  wollongong  mall ,wollongong,2500.0,nsw, 02  8523  8237 ,jordan19.aol.com,divorced,175,93,30,77,165,0,spinal-headache,2014-09-15t04:51+00:00
a103789525,elizabeth,lee,davis,f,11,29/8/2008, 26  Lucas  Drive ,Dapto,2530.0,NSW, 02  1892  9322 ,benfhkmdlq@aol.com,secondary-school,,0.0,,0,2019-07-06T12:20+00:00,elizabeth,lee,davis,f,9,29/08/2008, 2216  15790  1  3 , 2  high  west  street  haven  court ,ararat,3377.0,vic,,benfhkmdlq@aol.com,,138,43,22,75,168,0,diarrhea,2017-06-08t03:47+00:00
e134084117,wendy,,land,f,53,21/3/1967, 36  huxtable  terrace  settlers  hills ,baldivis,6171.0,wa,,,bachelor-degree,education-professional,124663.0, 9427  1677  1993  4339 ,34,2020-06-05t21:15+00:00,wendy,anne,land,f,46,21/03/1967, 3223  51860  2  2 , 51  evans  road  lakefront  retirement  vlge ,toukley,2263.0,nsw,,rrjgapdkto@mail.com.au,divorced,170,-99,39,74,118,0,fall,2013-01-16t17:03+00:00
b195854963,earl,ryan,craft,f,21,16/7/1999, 27  harbour  road  sutherland  towers ,hamilton,4007.0,qld, 07  0801  4238 ,craft24@gmail.com,certificate-i,carer,63113.0, 5251  7457  7393  8644 ,2,2020-04-27t23:08+00:00,earl,ryan,craft,f,16,16/07/1999, 4530  26939  2  2 , 21  fulham  road  mater  medical  centre ,pimlico,4812.0,qld, 07  0801  4238 ,,married,174,50,16,76,150,0,fall-at-home,2015-12-12t04:54+00:00
i135979826,joan,r,norris,f,16,20/9/2000, 365  Pacific  Highway ,Highfields,2289.0,NSW, 02  0763  9914 ,robinson.joan@hotmail.com,certificate-ii,engineering-worker,, 1799  8155  9168  5659 ,1,2016-01-04T03:20+00:00,joan,r,robinson,m,11,20/09/2000, 8131  77820  2  3 , 125  santa  cruz  boulevard  rhode  island , clear  island  waters ,,qld, 07  0825  8149 ,robinson.joan@hotmail.com,not-married,151,58,25,71,74,0,cataract-surgery,2011-08-02t13:52+00:00
i132060092,megan,brubaker,spruill,f,52,30/12/1968, 2801  calder  highway  minto ,faraday,3451.0,vic, 03  5064  2189 ,megan20@gmail.com,certificate-iv,other-worker,60464.0, 0809  9431  0276  1964 ,32,2019-12-27t01:17+00:00,megan,brubaker,spruill,f,49,30/12/1968, 1978  88492  2  2 , 2801  calder  highway  minto ,faraday,3451.0,vic, 03  5064  2189 ,megan20@gmail.com,not-married,199,85,21,71,207,1,perianal-dermatitis,2017-03-03t24:29+00:00
g182307001,nancy,cooper,riggs,f,83,25/10/1937, 15  gleeson  parade  nareen  warnervale , hamlyn  terrace ,2263.0,nsw, 02  8672  0553 ,nancy51@hotmail.com,certificate-iv,re-tired,0.0, 5205  0397  6592  5535 ,45,2019-06-02t23:29+00:00,nancy,cooper,riggs,f,75,25/10/1937, 3602  36915  2  1 , 128  north  oatlands  road  kenwyn ,yarrambat,3091.0,vic, 03  1359  0380 ,,married,186,129,37,73,100,1,osteoarthritis-in-right-hip,2013-11-14t24:24+00:00
d177811998,gustav,lee,garcia,f,9,5/11/2011, 1  carlaminda  road  the  willows ,cooma,2630.0,nsw, 02  6639  2119 ,gustav92@yahoo.com,primary-school,,0.0,,0,2020-03-08t08:45+00:00,gustav,,garcia,f,9,05/11/2011, 5866  11853  2  3 , 1  carlaminda  road  the  willows ,cooma,,nsw, 02  6639  2119 ,,,128,39,23,71,206,0,depressed-mood,2020-03-22t04:32+00:00
a167337732,dorothy,shumpert,hyland,f,10,7/3/2010, 4  Bligh  Place ,Randwick,2031.0,NSW, 02  1457  9114 ,frgbgrdjds@aol.com,primary-school,,,,0,2020-05-23T15:45+00:00,dorothy,shumpert,hyland,m,10,07/03/2010, 6708  64399  1  2 , 1  nangana  road  flt  5 ,murrumbeena,,vic, 03  7055  7270 ,,,120,30,20,80,195,0,boil-on-upper-thigh,2020-05-20t06:37+00:00
c190120341,robert,d,carlyle,m,28,1/12/1992, 60  waratah  way  melrose  clinic ,wodonga,3690.0,vic, 03  1950  7953 ,robert58@yahoo.com,advance-diploma,other-technician,, 2051  4247  3452  8288 ,9,2020-06-02t09:20+00:00,robert,d,carlyle,m,23,01/12/1992, 1913  12244  1  3 , 3049  gold  coast  highway  floor  paradise  towers , surfers  paradise ,4217.0,qld, 07  9471  9406 ,robert58@yahoo.com,married-de-facto,177,94,30,78,49,0,rhinorrhea,2015-12-16t22:46+00:00
c113232100,gay,,sullivan,m,20,30/3/2000, 97  poinciana  avenue  cooloola  centre ,tewantin,4565.0,qld, 07  0948  1926 ,sullivan19@mail.com.au,certificate-i,other-service-worker,, 9539  2133  2464  6997 ,1,2020-06-23t15:31+00:00,gay,,sullivan,m,14,30/03/2000, 9136  71202  2  2 , 88  links  road  warrendine ,gunnedah,2380.0,nsw, 02  4374  2316 ,sullivan19@mail.com.au,widowed,171,83,28,74,189,0,ear-infection,2014-06-27t05:50+00:00
f122737047,steve,albert,neal,m,73,27/1/1947, 23  drummond  crescent  glenrowan  homes ,perth,7300.0,tas, 03  7105  9108 ,qcqmeototf@aol.com,senior-secondary-school,other-clerical-worker,34216.0, 9944  4183  0826  9036 ,53,2019-02-06t03:18+00:00,steve,albert,neal,m,66,27/01/1947, 5556  43204  2  1 , 20  hillardt  street  banksia  groves ,robertson,4109.0,qld, 07  0470  5272 ,qcqmeototf.aol.com,divorced,166,112,40,78,212,0,episodic-sweating-at-rest,2015-09-19t16:41+00:00
c176298356,craig,lee,niswonger,f,28,30/11/1992, 4  harrington  road  minot , margaret  river ,6285.0,wa,,craig.niswonger@mail.com.au,bachelor-degree,ict-technician,132953.0, 0263  2412  8105  3119 ,9,2020-01-27t08:47+00:00,craig,lee,niswonger,f,25,30/11/1992, 9124  22229  1  3 , 4  harrington  road  minot , margaret  river ,6285.0,wa, 08  9725  6980 ,craig.niswonger@mail.com.au,married,183,123,36,75,114,0,fell,2017-05-22t20:12+00:00
b133840740,john,tremaine,schiller,f,58,12/8/1962, 150  mornington-tyabb  road  mornington  ret  vlg ,mornington,3931.0,vic, 03  6174  9240 ,,certificate-iv,other-technician,143953.0, 6955  3493  6717  4587 ,39,2020-04-12t22:16+00:00,john,tremaine,schiller,f,51,12/08/1962, 3505  36871  1  1 , 78  carr  street  frost  mews , barwon  heads ,3227.0,vic, 03  6174  9240 ,,married,187,134,38,74,176,0,left-foot-second-toe-infection,2013-10-09t22:04+00:00
d182075924,ellis,louis,freeman,m,68,10/3/1952, 20  trood  street  flt  4 ,sale,3850.0,vic, 03  8298  0027 ,freeman53@mail.com.au,certificate-iv,other-technician,89072.0, 0769  7660  0054  9199 ,49,2020-04-08t18:14+00:00,ellis,louis,freeman,m,59,10/03/1952, 5598  73857  2  2 , 20  trood  street  flt  4 ,sale,3850.0,vic,,freeman53.mail.com.au,married,168,76,26,81,122,0,glaucoma,2014-08-17t17:33+00:00
f135225605,christopher,jacob,elhilou,f,11,26/8/2009, 15  ocean  grove  currumbin  hill ,currumbin,4223.0,qld,,christopher.elhilou@gmail.com,primary-school,,-9999.0,,0,2020-05-17t05:16+00:00,christopher,jacob,elhilou,f,10,26/08/2009, 5552  33973  1  2 , 15  ocean  grove  currumbin  hill ,currumbin,4223.0,qld, 07  4785  4828 ,,,124,-99,28,82,145,0,low-energy,2019-05-27t05:29+00:00
e132120845,henry,d,stuteville,f,50,4/10/1970, 1  sugarloaf  road  sugar  loaf ,dungog,2420.0,nsw, 02  8132  7222 ,stuteville.henry@gmail.com,diploma,other-technician,, 5458  9390  2452  8402 ,31,2020-03-06t21:49+00:00,henry,d,stuteville,f,46,04/10/1970, 4182  36812  2  2 , 81  invermay  road  invermay  farm ,monbulk,,vic, 03  6117  7730 ,stuteville.henry@gmail.com,not-married,179,114,35,73,186,1,diarrhea,2016-03-20t14:47+00:00
i150052745,joseph,,bateman,f,30,21/2/1990, 2327  maroondah  highway  acheron  park ,buxton,3711.0,vic, 03  5471  5641 ,bateman36@hotmail.com,graduate-certificate,legislator,128763.0, 1450  7330  0433  3319 ,11,2020-06-26t12:58+00:00,joseph,bryon,bateman,f,24,21/02/1990, 7484  88351  2  2 , 2327  maroondah  highway  acheron  park ,buxton,,vic, 03  5471  5641 ,,married-de-facto,177,144,45,75,149,0,musculoskeletal-pain,2014-04-02t11:55+00:00
c138963038,paul,glendell,webb,m,67,6/5/1953, 17  birch  road  adelene  vlge ,wyoming,2250.0,nsw, 02  3315  6122 ,kaoisrrsmh@aol.com,bachelor-degree,ict-technician,109787.0, 8115  8361  1753  1053 ,48,2020-02-19t21:44+00:00,paul,glendell,webb,m,62,06/05/1953, 9755  31503  1  1 , 13  mary  street  penhale ,grafton,2460.0,nsw,,kaoisrrsmh@aol.com,not-married,177,89,28,83,173,0,low-energy,2015-04-06t04:04+00:00
d175292905,joan,,jergens,f,11,16/12/2007, 7  Roma  Street , Isle  Of  Capri ,4217.0,QLD, 07  4368  1978 ,jergens.joan@aol.com,secondary-school,,,,0,2018-12-05T14:05+00:00,joan,ashby,jergens,f,6,16/12/2007, 1413  93022  2  3 , 41  port  rush  parade  raafa  estate , meadow  springs ,6210.0,wa,,,,108,26,22,72,182,0,urinary-tract-infection,2013-11-02t19:37+00:00
a127208788,arthur,hall,clark,m,30,22/1/1988, 22  Colgate  Avenue ,Balmain,2041.0,NSW, 02  9624  5265 ,clark.arthur@mail.com.au,senior-secondary-school,construction-labourer,, 5925  5499  3523  4981 ,13,2018-08-12T02:42+00:00,arthur,hall,clark,m,26,22/01/1988, 8722  59985  1  2 , 27  bridge  street  upstairs  flat ,uralla,,nsw,,,divorced,198,124,31,76,172,0,impetigo,2014-12-04t07:11+00:00
f149415746,james,paul,jenkins,m,32,28/9/1988, 86  wagga  road  murray  vale  complex ,lavington,2641.0,nsw, 02  0429  9257 ,jenkins.james@yahoo.com,certificate-i,personal-services-worker,68695.0, 4752  4961  2451  4551 ,11,2018-02-24t10:12+00:00,james,paul,jenkins,m,27,28/09/1988, 5092  82355  1  2 , 86  wagga  road  murray  vale  complex ,lavington,2641.0,nsw, 02  0429  9257 ,jenkins.james@yahoo.com,married,180,83,25,78,134,1,pelvic-fracture-due-to-fall,2015-11-08t23:02+00:00
b182346531,alice,m,duncan,f,14,26/12/2003, 32  Kindlebark  Drive ,Medowie,2318.0,NSW, 02  4970  3529 ,cmcjnslcpq@mail.com,senior-secondary-school,casual-worker,-9999.0, 8749  3778  6872  4527 ,2,2017-07-22T15:05+00:00,alice,m,duncan,f,9,26/12/2003, 8025  33159  1  2 , 17  kagoola  drive  rosemont ,tallai,4213.0,qld, 07  2567  6106 ,,,143,25,12,69,118,0,back-pain,2012-05-15t23:37+00:00
i152700027,robert,,jepson,f,49,29/5/1970, 96  lucky  bay  road  shack ,cowell,5602.0,wa, 08  1449  6992 ,robert.jepson@aol.com,bachelor-degree,legal-professional,112880.0, 6186  2471  8575  5285 ,27,2015-04-25T05:10+00:00,robert,,jepson,f,43,29/05/1970, 6449  67509  2  2 , 96  lucky  bay  road  shack ,cowell,5602.0,wa, 08  1449  6992 ,robert.jepson@aol.com,married,188,120,33,72,214,1,atrial-fibrilation,2013-04-09t15:28+00:00
e131194898,brandie,,nash,f,22,12/12/1998, 24  breaker  street  the  inlet , main  beach ,4217.0,qld, 07  2691  4622 ,osmcnstktk@yahoo.com,certificate-i,other-service-worker,33457.0, 1047  9766  4525  3630 ,3,2020-06-05t05:30+00:00,brandie,moss,nash,f,19,12/12/1998, 1268  99088  2  3 , 24  breaker  street  the  inlet , main  beach ,,qld,,,married,178,123,38,75,76,1,headache,2017-03-24t10:53+00:00
e165550224,tammie,,bartley,f,24,29/6/1993, 84  Shadforth  Street ,Kerang,3579.0,VIC, 03  7227  9052 ,tammie53@mail.com,certificate-i,personal-services-worker,36246.0, 2528  8853  4480  4443 ,8,2017-06-04T06:57+00:00,tammie,,bartley,f,21,29/06/1993, 5715  20911  2  3 , 21  walters  street  the  lakes  retirement  village , bundaberg  north ,,qld, 07  9468  1319 ,tammie53@mail.com,married-de-facto,172,99,33,82,95,0,kidney-stones,2014-12-10t04:01+00:00
f197581801,nadiyra,thompson,hada,f,51,28/9/1969, 1  windmill  road  rum  jungle ,batchelor,845.0,nt, 08  3713  7701 ,hada20@gmail.com,secondary-school,machinary-driver,17120.0, 0060  0503  5239  0398 ,32,2020-02-09t08:32+00:00,nadiyra,thompson,hada,f,48,28/09/1969, 5000  60820  1  1 , 1  windmill  road  rum  jungle ,batchelor,,nt, 08  3713  7701 ,hada20@gmail.com,married,168,102,36,78,214,0,fall,2017-12-05t07:05+00:00
h133042222,garry,joseph,runion,f,55,7/11/1964, 6  leichhardt  terrace  leichtodd  plaza , alice  springs ,870.0,nt, 08  7555  5073 ,runion100@mail.com.au,certificate-iii,ict-technician,79007.0, 1886  1839  8085  4322 ,37,2019-11-08T10:53+00:00,garry,joseph,runion,f,52,07/11/1964, 8642  94481  1  2 , 80  the  esplanade  colonial  townhouse ,darwin,800.0,nt,,runion100@mail.com.au,not-married,183,100,29,83,188,0,right-knee-pain,2016-12-20t05:23+00:00
b105089308,kathy,morehead,brelsford,f,21,26/1/1997, 49  Metherall  Street ,Sunshine,3020.0,VIC, 03  0434  1357 ,brelsford.kathy@mail.com,diploma,ict-technician,139491.0, 5608  7526  0764  1070 ,4,2018-06-05T08:42+00:00,kathy,morehead,brelsford,f,14,26/01/1997, 4081  81505  1  3 , 9  panorama  crescent  harrowvale ,parkes,,nsw,,,married,173,55,18,75,177,0,dry-mouth,2013-02-14t01:06+00:00
h197512553,sarah,best,prestridge,f,67,21/11/1953, 6  quamby  place  noosa  harbour  reserve , noosa  heads ,4567.0,qld, 07  8727  7816 ,sarah.prestridge@hotmail.com,certificate-iii,ict-technician,133645.0, 2602  2774  6043  1669 ,48,2020-04-23t08:34+00:00,sarah,best,prestridge,m,62,21/11/1953, 6632  88387  1  1 , 6  quamby  place  noosa  harbour  reserve , noosa  heads ,4567.0,qld,,,married,167,148,53,77,128,1,insomnia,2015-01-12t23:24+00:00
h112411922,frederick,randall,barker,m,53,23/12/1967, 25  warrigal  road  flt  1 ,mentone,3194.0,vic, 03  6293  6937 ,barker71@aol.com,senior-secondary-school,construction-labourer,10089.0, 6782  7892  9588  8123 ,34,2020-06-04t05:19+00:00,frederick,randall,barker,m,47,23/12/1967, 5331  29373  2  1 , 12  the  parade  monterey  keys ,helensvale,4210.0,qld, 07  0545  1963 ,,married,189,138,38,72,83,1,thrombocytopenia,2014-06-18t10:45+00:00
g160490748,sherrylynn,,vaughan,f,21,6/8/1999, 2  ettrick  close  villa  1 ,bomaderry,2541.0,nsw, 02  4528  2453 ,nscrmpkbag@yahoo.com,diploma,automotive-worker,, 0733  9271  8624  4194 ,2,2020-06-17t04:14+00:00,sherrylynn,kristen,vaughan,m,19,06/08/1999, 6059  33301  2  3 , 2  ettrick  close  villa  1 ,bomaderry,2541.0,nsw,,nscrmpkbag@yahoo.com,married,180,133,41,77,43,0,abdominal-pain,2018-03-05t16:02+00:00
a184983238,mary,blake,letterman,f,22,30/12/1998, 16  mooreville  road  umina  park ,burnie,7320.0,tas, 03  4722  0871 ,mary.letterman@gmail.com,senior-secondary-school,clerical-worker,33615.0, 7842  6263  6162  2342 ,3,2020-02-22t18:38+00:00,mary,blake,letterman,m,17,30/12/1998, 7426  87823  2  2 , 1153  east  tamar  highway  greenacres ,dilston,7252.0,tas, 03  4722  0871 ,,married,171,80,27,79,266,0,fall-while-playing-tennis,2015-10-22t21:20+00:00
f122452260,lisa,elizabeth,harris,f,22,15/11/1998, 26  Bayview  Avenue ,Inverloch,3996.0,VIC,,harris8@mail.com,senior-secondary-school,other-clerical-worker,47757.0, 5828  4348  5093  7208 ,3,2020-09-10T02:49+00:00,lisa,elizabeth,harris,m,20,15/11/1998, 9547  31887  2  2 , 13  lake  weyba  drive  laguna  retirement  village ,noosaville,4566.0,qld, 07  7824  1543 ,harris8@mail.com,married,169,120,42,72,77,0,urinary-frequency,2018-01-23t12:42+00:00
a109754793,john,e,mclean,m,19,17/9/2001, Ruby  Drive ,Taree,2430.0,NSW, 02  6847  6572 ,john23@mail.com,certificate-ii,health-support-worker,-9999.0, 0950  4596  6076  9671 ,0,2020-01-18T14:14+00:00,john,e,mclean,m,11,17/09/2001, 3947  24488  1  3 , 70  hansford  road  emerald  garden ,coombabah,4216.0,qld, 07  9072  8045 ,john23@mail.com,separated,132,-99,20,72,168,0,dizziness,2012-03-22t14:47+00:00
f163868318,christopher,eugene,commins,m,62,11/1/1958, 3  gordon  crescent  tabletop  estate ,withcott,4352.0,qld, 07  4727  7014 ,christopher.commins@yahoo.com,graduate-certificate,chief-executive,166298.0, 9451  3344  6153  3162 ,40,2017-06-24t11:20+00:00,christopher,eugene,commins,m,55,11/01/1958, 8711  79235  2  1 , 10  palm  avenue  villa  2 ,sherwood,4075.0,qld,,christopher.commins@yahoo.com,married-de-facto,179,105,32,74,23,1,bursitis-right-hip,2013-08-15t08:10+00:00
d177158379,pamela,nichols,dellinger,f,74,21/8/1946, 204  maidens  brush  road  henry  kendall  vlge ,gosford,2250.0,nsw, 02  9575  8809 ,dellinger.pamela@yahoo.com,advance-diploma,education-professional,106952.0, 8356  3729  3583  2410 ,51,2016-02-10t01:08+00:00,pamela,nichols,dellinger,f,69,21/08/1946, 4772  21755  2  1 , 204  maidens  brush  road  henry  kendall  vlge ,gosford,2250.0,nsw, 02  9575  8809 ,dellinger.pamela@yahoo.com,not-married,173,107,35,74,134,0,left-index-finger-injury,2015-11-19t22:43+00:00
