ssn,age_at_consultation,medicare_number,marital_status,height,weight,bmi,blood_pressure,cholesterol_level,smoking_status,clinical_notes,consultation_timestamp,current_age,education,occupation,salary,credit_card_number,years_of_experience,employment_timestamp,rec_id,first_name,middle_name,last_name,gender,birth_date,street_address,suburb,postcode,state,phone,email,calculated_bmi
f145582096,22, 3718  18327  1  3 ,married,188,-99,35,79,266,0,part-distal-phalanx-amputation-with-nail-avulsion,2018-07-19t17:43+00:00,24,certificate-i,clerical-worker,49744.0, 7598  0176  4032  1968 ,5,2020-03-22t02:03+00:00,rec-76928,david,thomas,chester,f,05/05/1996, 43  cavenagh  street  cavenagh  centre ,darwin,800.0,nt, 08  5639  1188 ,chester81@yahoo.com,-28.010411951109102
b169755916,19, 2614  13724  2  3 ,divorced,196,-99,23,80,162,0,genital-herpes,2013-11-03t08:45+00:00,26,advance-diploma,ict-technician,-9999.0, 0166  7552  8093  6635 ,7,2020-05-16t10:56+00:00,rec-75776,paul,b,sealey,f,26/02/1994, 63  lakeside  court  oasis  village ,cobram,3644.0,vic, 03  3565  0737 ,sealey61@mail.com.au,-25.770512286547273
g132406241,48, 7964  67710  1  2 ,married-de-facto,180,-99,28,76,158,0,skin-rash,2017-10-13t20:01+00:00,51,certificate-ii,automotive-worker,88125.0, 8443  9990  4618  5000 ,32,2020-05-03t09:19+00:00,rec-39485,susan,jacqueline,daves,m,24/04/1969, 297  trippe  road  lakewood  estate , humpty  doo ,836.0,nt, 08  5350  6341 ,susan.daves@mail.com,-30.555555555555554
h169975017,27, 7825  85267  1  1 ,married,187,-99,40,74,174,1,skin-lesion-removed-from-right-lower-leg,2019-12-18t12:49+00:00,28,certificate-iii,other-technician,101384.0, 1484  7945  7307  0476 ,8,2019-01-18t03:01+00:00,rec-2548,barbara,johnson,kalgren,f,14/04/1992, 248  victoria  parade  coochiemudlo  island , coochiemudlo  island ,4184.0,qld, 07  5817  1093 ,ggkrllgikl@aol.com,-28.310789556464293
g161076367,15, 9938  40492  1  2 ,married,177,-99,26,72,125,0,vomiting,2015-07-18t15:03+00:00,20,senior-secondary-school,clerks,34318.0, 7714  9317  7787  1271 ,1,2020-02-15t18:23+00:00,rec-98173,welbert,ayyuwb,rex,m,30/03/2000, 620  seventeen  mile  rocks  road  cinnamon  village , seventeen  mile  rocks ,4073.0,qld, 07  9656  2940 ,welbert16@mail.com,-31.600114909508758
h194951182,64, 1896  25897  2  1 ,separated,183,-99,33,77,37,0,sun-blisters,2018-07-21t03:29+00:00,66,certificate-ii,carer,54826.195458133945, 0649  7751  7103  3437 ,44,2017-06-06t22:31+00:00,rec-81937,thomas,lee,walker,f,11/09/1954, 14  castlereagh  street  summit  cottage ,penrith,2750.0,nsw, 02  4920  1690 ,,-29.56194571351787
i112803291,47, 6260  28751  2  1 ,not-married,196,-99,14,77,105,1,weekly-episodes-incontinence-and-overall-frequency-of-urination,2017-05-21t03:14+00:00,51,senior-secondary-school,construction-labourer,12878.0, 6547  7538  3787  2987 ,31,2019-05-15t09:40+00:00,rec-62410,jacqueline,d,benson,f,05/02/1969, 13  cavenagh  street  carpentaria  house ,darwin,800.0,nt, 08  8214  0266 ,benson26.mail.com,-25.770512286547273
d118923358,13, 6234  93256  1  2 ,married,145,-99,21,71,128,0,diabetes,2018-03-08t04:11+00:00,15,secondary-school,,0.0,,0,2020-06-14t06:47+00:00,rec-57177,david,william,bajwa,m,29/05/2005, 2  mathew  flinders  street  gove  house ,gove,880.0,nt, 08  4722  0242 ,bajwa.david@mail.com,-47.08680142687277
a134462430,66, 8068  68708  2  1 ,divorced,179,-99,41,77,248,0,poison-ivy,2016-08-23t15:48+00:00,70,diploma,ict-technician,74926.0, 1703  4877  9889  4354 ,50,2019-04-19t23:01+00:00,rec-90013,jonathan,j,stallings,f,11/05/1950, 67  high  street  bethany ,macarthur,3286.0,vic, 03  7158  2277 ,jonathan.stallings@yahoo.com,-30.8979120501857
e176990667,7, 7471  47840  1  2 ,married,129,-99,15,76,207,0,actinic-keratosis,2015-02-07t04:31+00:00,12,secondary-school,,0.0,,0,2020-05-26t20:17+00:00,rec-90500,daniel,portner,smith,f,20/05/2008, 7  butters  street  granny  flat ,moil,810.0,nt, 08  0763  5928 ,daniel.smith.mail.com,-59.49161709031909
h129173603,57, 5426  85378  1  2 ,married,172,-99,37,80,186,1,leg-cramps,2016-07-19t15:16+00:00,61,certificate-ii,other-worker,71510.0, 6628  9404  5134  4175 ,41,2019-10-26t05:29+00:00,rec-64648,bryan,l,mckinnie,m,26/12/1959, 29  cavenagh  street  chin  arcade ,darwin,800.0,nt, 08  8293  8122 ,bryan99.yahoo.com,-33.46403461330449
h187928807,29, 6193  84963  1  1 ,married-de-facto,184,-99,22,73,196,1,dizziness,2019-04-03t10:14+00:00,30,certificate-i,other-service-worker,-9999.0, 0091  3588  3350  4249 ,11,2020-04-04t19:01+00:00,rec-6568,ellis,e,connor,m,24/11/1990, 304  smith  street  unit  above  shop ,collingwood,3066.0,vic, 03  1603  4386 ,ellis.connor@aol.com,-29.24149338374291
b161837324,10, 6933  82086  1  3 ,married,144,-99,25,77,181,0,low-energy,2017-07-12t19:23+00:00,13,secondary-school,,0.0,,0,2020-05-09t06:16+00:00,rec-28386,charles,ka'mun,gill,m,20/02/2007, 1  spring  place  mullimburra  est ,bingie,2537.0,nsw, 02  7635  1683 ,gill36@aol.com,-47.74305555555556
g169668239,23, 9044  83816  2  3 ,not-married,166,-99,28,83,128,1,drowsiness-(increased-tiredness),2018-09-05t03:03+00:00,25,certificate-iv,other-worker,62775.0, 9803  3072  3966  4975 ,6,2020-04-25t07:14+00:00,rec-42657,vance,lee,moore,m,02/12/1995, 7  mustang  court  flt  6 ,ashburton,3147.0,vic, 03  7223  5644 ,hqdoibprhn@gmail.com,-35.9268398896792
g123692967,6, 5960  74412  2  3 ,married,115,-99,17,73,242,0,lp-headache,2015-08-05t18:50+00:00,11,primary-school,,0.0,,0,2020-05-17t17:58+00:00,rec-58531,ophelia,emma,strohben,f,03/12/2009, 407  colooli  road  anzac  building ,narrabeen,2101.0,nsw, 02  6173  9966 ,jbffaldgjn@hotmail.com,-74.85822306238187
h184800179,47, 7822  48461  2  1 ,married,167,-99,25,76,142,0,r.-hip-pain,2018-09-09t18:17+00:00,50,certificate-ii,automotive-worker,83137.0, 2255  7354  1227  5239 ,26,2015-03-24t06:47+00:00,rec-61144,howard,wayne,ward,m,06/07/1970, 122  barlow  close  st  james  village ,heatley,4814.0,qld, 07  2095  6460 ,howard.ward@aol.com,-35.49786654236437
d154695302,57, 9456  38892  2  2 ,not-married,174,-99,48,77,145,1,vitrectomy-left-eye,2012-10-27t22:40+00:00,65,advance-diploma,other-technician,93660.93598081364, 0047  9512  7822  1735 ,37,2011-04-17t07:03+00:00,rec-70670,travis,lee,collins,f,05/03/1955, 7  townhead  crescent  maison  dieu ,singleton,2330.0,nsw, 02  9696  1143 ,travis50@aol.com,-32.69916765755053
a131353912,54, 4977  53349  1  2 ,not-married,196,-99,20,75,167,0,constipation,2014-01-01t14:45+00:00,60,certificate-i,clerical-worker,44438.73956568944, 0459  5364  0085  5739 ,41,2020-01-05t22:44+00:00,rec-83606,kenneth,m,jackson,m,10/07/1960, 48  rylah  crescent  wanniassa  shopping  centre ,wanniassa,2903.0,act, 02  7697  1200 ,fttqnspjge@hotmail.com,-25.770512286547273
d162786623,47, 9620  35231  2  2 ,married-de-facto,195,-99,26,74,120,0,symptomatic-premature-ventricular-complexes-&-syncope,2020-02-20t17:24+00:00,47,certificate-ii,personal-services-worker,48091.0, 2133  7213  1329  9410 ,27,2019-10-19t22:48+00:00,rec-85795,william,lewis,ledbetter,f,13/08/1973, 147  white  rock  road  wellshot , white  rock ,2795.0,nsw, 02  3280  5568 ,ledbetter78@yahoo.com,-26.035502958579883
i184805129,58, 4280  65533  2  2 ,married-de-facto,177,-99,30,64,211,0,middle-finger-laceration,2017-03-10t23:15+00:00,61,diploma,automotive-worker,59389.0, 3569  0285  4809  0882 ,40,2018-05-27t09:25+00:00,rec-56746,kelly,key,faber,f,25/08/1959, 285  gully  road  erinvale ,ceres,3221.0,vic,,faber95@mail.com,-31.600114909508758
e114233901,73, 3173  99423  1  1 ,married,193,-99,34,76,209,0,cataract-surgery,2015-02-03t20:26+00:00,78,certificate-iv,re-tired,-9999.0, 2898  6865  7601  1475 ,45,2020-04-14t01:59+00:00,rec-92946,dorian,william,clement,f,09/09/1942, 126  laidlaw  street  eldee ,dayboro,4521.0,qld, 02  9741  6500 ,clement.dorian@gmail.com,-26.577894708582782
f129787146,25, 6107  47440  1  3 ,not-married,193,-99,15,78,205,0,fungus-on-toenail,2017-10-16t05:02+00:00,28,certificate-iv,construction-worker,88559.0, 2547  1898  4969  1604 ,9,2020-07-12t16:05+00:00,rec-73515,craig,colum,otte,f,13/10/1992, 40  parap  road  finance  house ,darwin,800.0,nt, 08  7555  1251 ,craig33@aol.com,-26.577894708582782
a111478815,23, 1044  46449  1  3 ,married-de-facto,176,-99,41,71,103,0,broken-femur,2015-12-16t08:15+00:00,28,certificate-iv,other-technician,71418.0, 9495  0467  4197  8434 ,8,2019-12-17t21:25+00:00,rec-98833,randall,jerome,hayes,f,17/12/1992, 1  barramundi  drive  dundee  downs ,daly,822.0,nt, 08  8075  3683 ,randall.hayes@gmail.com,-31.960227272727273
h126632674,42, 5377  72962  1  2 ,married,171,-99,37,70,98,0,death,2019-05-17t05:07+00:00,43,bachelor-degree,other-technician,91346.78326585158, 7111  8522  5012  7769 ,21,2017-03-12t22:58+00:00,rec-49307,alexandria,gail,ross,m,17/10/1977, 1  powlett  street  moorville ,kyneton,3444.0,vic, 03  2768  9649 ,ross74@hotmail.com,-33.856571252693136
c118629366,23, 3928  70943  1  2 ,divorced,176,-99,30,70,121,0,osteoporosis,2016-02-17t17:09+00:00,27,secondary-school,taxi-driver,10984.0, 8862  6898  2040  6247 ,8,2020-02-27t22:49+00:00,rec-41438,twanda,r,ange,f,07/05/1993, 1  milikapiti  street  snake  bay , melville  island ,822.0,nt, 02  2643  6158 ,twanda.ange@mail.com.au,-31.960227272727273
e138817580,10, 5786  49993  2  3 ,not-married,124,-99,33,74,208,0,depression,2013-12-12t03:39+00:00,17,senior-secondary-school,casual-worker,0.0, 9439  2653  2368  8538 ,2,2020-05-13t13:11+00:00,rec-73210,dwight,andrew,wilson,f,25/01/2003, 15  anderson  street  meadow  banks ,skipton,3361.0,vic, 03  4383  0236 ,wilson93@aol.com,-64.38605619146722
c154394466,47, 8572  12455  2  2 ,married,196,-99,17,73,183,0,brain-hemorrhage,2018-05-23t23:46+00:00,49,certificate-iv,other-technician,123461.0, 0509  8339  3024  3168 ,25,2015-04-01t20:01+00:00,rec-31988,shyweeise,jane,spinks,f,04/05/1971, 55  lee  street  weeroona ,stratford,3862.0,vic, 03  3172  1045 ,spinks.shyweeise@hotmail.com,-25.770512286547273
c197414488,48, 5056  35547  2  1 ,married,194,-99,36,77,270,0,worsening-of-arthritis-pain---left-knee,2016-05-16t17:51+00:00,52,diploma,other-technician,145995.0, 1064  4325  6354  6191 ,33,2020-04-09t14:35+00:00,rec-88348,thurston,gordon,woempner,f,08/10/1968, 10  carlow  street  riverside  grdns , hill  end ,4228.0,qld, 07  5436  9467 ,thurston35@hotmail.com,-26.304601976830696
h119741049,39, 6725  72161  1  1 ,not-married,179,-99,44,71,240,0,skin-infection,2016-01-08t13:37+00:00,46,certificate-iii,ict-technician,122128.0, 8930  8459  8410  3934 ,27,2020-01-06t12:36+00:00,rec-40167,kaitlin,absher,ek,f,21/03/1974, 74  wardoo  street  the  domain  retire ,ashmore,800.0,qld, 07  2063  7394 ,kaitlin11.yahoo.com,-30.8979120501857
e177285429,71, 4627  81009  2  1 ,married,167,-99,22,75,192,0,low-energy,2018-12-22t08:12+00:00,73,graduate-diploma,manager,150891.0, 8889  1534  4121  3490 ,53,2019-02-12t11:06+00:00,rec-19236,donnovan,curley,falivena,m,20/02/1947, 3  maudsland  road  blacksmiths  cottage ,maudsland,4210.0,qld, 07  0175  9307 ,qpkhfetsai@mail.com,-35.49786654236437
g138227962,24, 7898  94931  1  3 ,married,186,-99,27,82,148,0,fell-in-his-driveway-while-taking-out-garbage-and-hit-the-back-of-his-head-small-bruise,2014-02-27t24:16+00:00,30,senior-secondary-school,other-labourer,16323.0, 5686  6062  6840  9500 ,11,2020-05-21t21:05+00:00,rec-83421,eric,anthony,posey,f,29/03/1990, 8  fowler  road  cooinda ,bridgewater,5155.0,sa, 08  9918  5091 ,eric.posey@hotmail.com,-28.61602497398543
h184219854,40, 9143  78465  2  1 ,married,173,-99,23,72,185,1,gum-infection/dental-implants,2017-01-23t01:55+00:00,43,certificate-iii,other-worker,95302.0, 0450  4318  2737  0244 ,23,2019-10-19t11:22+00:00,rec-59759,lois,ann,baptist,f,20/07/1977, 126  nathan  plaza  stockland  plaza ,aitkenvale,4814.0,qld, 07  6079  4031 ,lois54@aol.com,-33.07828527515119
c145125278,70, 2394  92845  1  2 ,married,167,-99,32,77,116,0,fall,2018-12-01t01:44+00:00,72,graduate-certificate,chief-executive,147624.0, 1566  0761  0980  4525 ,53,2020-06-23t14:18+00:00,rec-73870,jerry,g,glaze,f,18/03/1948, 206  currumburra  road  ashmore  city  medical  centre ,ashmore,4214.0,qld, 07  1029  1834 ,qaqlbgilrj@hotmail.com,-35.49786654236437
f196300010,64, 7823  73755  1  1 ,not-married,174,-99,45,73,209,0,chest-pain,2019-04-03t22:28+00:00,65,secondary-school,shop-assistent,1952.6853044742857, 8273  0698  1934  3255 ,46,2020-02-26t24:44+00:00,rec-63602,theresa,lynn,mendoza,f,07/06/1955, 5  dakkabin  street  raaf  base ,darwin,800.0,nt, 08  9817  7118 ,mendoza.theresa@mail.com,-32.69916765755053
b158672003,58, 7614  87367  2  1 ,married,193,-99,34,75,320,0,insomnia,2013-09-08t07:36+00:00,65,certificate-i,health-support-worker,35427.0, 6666  7688  9332  4390 ,42,2016-12-16t11:23+00:00,rec-86634,edis,anthony,deloatch,f,16/04/1955, 1  shillabeer  road  winterbrook , sampson  flat ,5112.0,sa, 08  2204  6926 ,deksflditi@hotmail.com,-26.577894708582782
g128649672,63, 6818  34000  2  1 ,divorced,175,-99,23,70,222,0,viral-infection,2014-04-19t23:07+00:00,69,senior-secondary-school,farm-worker,18583.0, 1773  1450  8697  5449 ,50,2020-01-04t01:07+00:00,rec-69947,james,max,clark,f,22/03/1951, 202  woongarra  scenic  drive  carlyle  garden ,bargara,4670.0,qld, 07  4813  4893 ,james.clark@yahoo.com,-32.326530612244895
i115799515,22, 2491  46513  2  3 ,married-de-facto,182,-99,25,75,223,0,increased-sadness-and-frustration,2013-02-25t03:08+00:00,29,certificate-ii,other-service-worker,38526.0, 1136  9107  8115  1415 ,9,2019-12-14t24:18+00:00,rec-21039,nancy,anne,annunziato,f,05/05/1991, 297  trippe  road  lakewood  estate , humpty  doo ,3929.0,nt, 08  1114  9947 ,nancy.annunziato@hotmail.com,-29.887694722859557
h178221950,62, 3381  97259  1  1 ,married,188,-99,24,69,261,1,tia,2015-06-21t13:09+00:00,67,certificate-iii,construction-worker,61209.0, 3277  6044  3245  9076 ,48,2020-07-25t17:48+00:00,rec-94010,james,douglas,hunt,f,15/08/1953, 202  canal  street  merungle  hill ,leeton,2464.0,nsw, 02  9213  4563 ,james69@gmail.com,-28.010411951109102
h121950703,2, 3451  61605  1  3 ,married,105,-99,14,77,119,0,epitaxis,2012-02-02t13:37+00:00,13,secondary-school,,3179.035779696931,,0,2020-03-27t11:49+00:00,rec-11771,mary,stewart,spell,f,25/05/2007, 2  elizabeth  street  elizabeth  garden ,burwood,3125.0,vic, 03  8915  2452 ,spell.mary.yahoo.com,-89.79591836734694
f157100853,6, 5834  71133  2  3 ,married,113,-99,17,76,132,0,vertigo,2013-01-11t07:36+00:00,13,secondary-school,,0.0,,0,2020-01-16t13:50+00:00,rec-22583,kristina,tracey,boswell,m,20/07/2007, 112  browns  road  mandelong  ridge ,mandalong,2264.0,nsw, 02  0265  5001 ,boswell35@mail.com,-77.53152165400581
h170254017,76, 2810  60254  1  2 ,not-married,172,-99,39,70,261,0,rash-on-bilateral-forearms,2016-02-25t19:53+00:00,80,bachelor-degree,re-tired,0.0, 2401  3769  3676  4116 ,45,2020-06-18t16:12+00:00,rec-1329,amy,anderson,mcadoo,f,03/10/1940, 250  baltimore  parade  raafa  estate ,merriwa,6030.0,wa, 08  8050  6413 ,amy.mcadoo@mail.com,-33.46403461330449
c137199794,21, 3934  71149  1  2 ,not-married,178,-99,26,79,233,0,skin-rash-on-back,2017-07-23t19:43+00:00,27,advance-diploma,health-professional,91942.0, 1736  6040  5936  8011 ,8,2020-07-27t22:10+00:00,rec-91605,thomas,michael,harrill,f,09/10/1993, 29  browning  boulevard  pacific  terrace , battery  hill ,4551.0,qld, 07  2389  4932 ,harrill65.gmail.com,-31.246054791061734
c182847997,42, 1920  52290  1  2 ,married,185,-99,28,79,263,0,heart-palpitations,2017-01-25t19:08+00:00,45,certificate-iii,other-worker,71687.0, 4199  6786  8108  1833 ,19,2013-11-07t08:23+00:00,rec-28928,lisa,w,matthews,f,26/08/1975, 4  riversdale  road  flt  2 ,hawthorn,3122.0,vic, 03  0340  8342 ,lisa.matthews@mail.com,-28.926223520818112
d155577508,76, 3738  83730  1  2 ,not-married,180,-99,35,77,199,1,ankle-swelling,2018-04-26t18:42+00:00,78,certificate-i,other-service-worker,55414.0, 4193  2772  3323  8478 ,55,2016-12-19t09:11+00:00,rec-70699,william,donald,halls,f,24/04/1942, 780  bourke  street  foveaux  terraces ,redfern,2016.0,nsw, 02  5142  6394 ,qljcjkjeio@aol.com,-30.555555555555554
f134752973,56, 6916  22218  2  1 ,married-de-facto,195,-99,23,74,233,0,rash-on-forehead,2018-09-12t13:22+00:00,61,certificate-iii,automotive-worker,57035.0, 9401  6298  7363  0563 ,42,2020-07-10t01:52+00:00,rec-91567,robert,r,petusky,f,16/02/1959, 123  mobbs  road  bungalow  vlge ,terrigal,2260.0,nsw, 02  0030  1153 ,petusky.robert.gmail.com,-26.035502958579883
c156686244,55, 8146  68090  1  2 ,married,191,-99,25,74,93,0,drowsiness,2016-07-19t24:29+00:00,59,advance-diploma,art-media-professional,148478.0, 3500  8296  8155  7336 ,39,2019-04-08t12:51+00:00,rec-72577,richard,howard,olson,f,15/09/1961, 138  liverpool  road  birks  harbour ,goolwa,5214.0,sa, 08  6694  4897 ,,-27.137413996326856
a131119517,60, 9855  96221  1  2 ,not-married,181,-99,31,75,145,1,diarrhea,2017-06-19t04:42+00:00,63,masters-degree,ict-professional,95241.47581234522, 0662  2159  3124  4061 ,39,2015-07-27t16:15+00:00,rec-45517,danny,mavji,bullock,f,29/07/1957, 6  edward  street  tara ,cairns,4870.0,qld, 07  1784  8604 ,danny.bullock@aol.com,-30.218857788223804
h164620915,10, 9285  37050  1  2 ,not-married,127,-99,21,74,172,0,diarrhea,2013-09-22t02:02+00:00,17,senior-secondary-school,casual-worker,0.0, 7479  6311  6731  5881 ,2,2020-01-16t12:58+00:00,rec-47108,roy,g,norris,m,21/02/2003, 5  dann  close  brindabella  specialist  centre ,garran,2902.0,act, 02  4612  7550 ,norris.roy@yahoo.com,-61.38012276024552
f123366760,53, 1701  85457  2  2 ,not-married,184,-99,24,73,113,0,cough,2015-11-12t12:20+00:00,58,diploma,ict-technician,-9999.0, 9714  3584  6990  2815 ,34,2015-11-08t01:23+00:00,rec-18657,tasha,vatrice,small,f,30/12/1962, 38  boyd  street  specialist  centre , tweed  heads ,2485.0,nsw, 02  9077  4636 ,small.tasha@hotmail.com,-29.24149338374291
d150892982,20, 9801  87200  1  2 ,married-de-facto,170,-99,41,69,298,0,lyme-disease,2015-04-26t21:08+00:00,25,doctoral-degree,ict-professional,98499.0, 7872  3974  6157  7472 ,6,2020-06-22t02:23+00:00,rec-53672,elizabeth,gray,wood,f,11/09/1995, 1  roberts  road  bynde  haven , dundee  beach ,840.0,nt, 03  2164  1209 ,jnafmdomnh@mail.com,-34.256055363321806
g137334652,17, 9090  53988  1  2 ,not-married,169,-99,21,75,148,0,worsening-eyesight-bilaterally,2015-04-12t13:27+00:00,22,senior-secondary-school,clerks,45212.0, 6883  2228  9563  4899 ,3,2020-02-08t12:53+00:00,rec-66948,andrew,jarad,hart,m,25/06/1998, 63  forest  road  pine  villa ,millthorpe,2798.0,nsw, 02  6058  0737 ,andrew.hart@yahoo.com,-34.6626518679318
f175585766,59, 9745  26644  2  1 ,separated,196,-99,37,81,219,0,worsening-of-sinus-bradycardia-to-moderate-level,2017-12-04t10:36+00:00,62,advance-diploma,ict-technician,122881.0, 8208  2028  2154  7516 ,43,2020-01-02t15:12+00:00,rec-65905,velma,kalvina,pennington,f,08/03/1958, 1441  gumley  road  stony  bank , mount  mercer ,3352.0,vic, 03  3021  4065 ,velma13@yahoo.com,-25.770512286547273
f132126429,68, 5734  88831  2  2 ,not-married,196,-99,16,75,170,0,gi-upset-side-effects-of-pain-meds,2018-04-25t02:10+00:00,72,certificate-ii,other-service-worker,53127.0, 0600  1751  6976  9874 ,53,2020-05-11t07:51+00:00,rec-24161,terry,hardin,english,m,19/04/1948, 71  bourke  road  clarinda  retirement  village ,clayton,3168.0,vic, 03  0662  5062 ,english.terry@aol.com,-25.770512286547273
i140312652,51, 3818  84535  2  1 ,not-married,177,-99,20,82,204,0,wandering,2018-10-01t07:48+00:00,53,diploma,ict-technician,70540.0, 4723  7068  5215  1633 ,34,2020-03-05t12:56+00:00,rec-27506,william,wayne,corrado,m,11/05/1967, 1  biddlecombe  street  sherwood  garden ,pearce,2607.0,act, 02  2444  4941 ,corrado5@yahoo.com,-31.600114909508758
f171926923,19, 1294  76637  1  2 ,married,198,-99,24,79,233,0,low-energy-(does-very-little-physical-activity),2015-04-17t21:32+00:00,24,certificate-iv,other-worker,54453.0, 9831  5304  7543  4371 ,5,2020-01-15t05:57+00:00,rec-60363,melvin,e,shuping,m,16/09/1996, 157  marconi  street  villa  9 , bonnells  bay ,2264.0,nsw, 02  2095  1255 ,shuping81@hotmail.com,-25.252525252525253
b180948143,46, 7429  10756  2  1 ,married,199,-99,27,78,147,0,depression,2014-05-26t09:29+00:00,52,certificate-iv,automotive-worker,90404.0, 3072  3482  0724  0650 ,31,2018-08-27t23:29+00:00,rec-75899,galen,,tallent,f,18/02/1968, 413  colooli  road  anzac  building ,narrabeen,2101.0,nsw, 02  4873  5732 ,tallent.galen@gmail.com,-24.999368702810536
d133594281,23, 9292  24979  1  3 ,married,169,-99,43,79,72,0,blurred-vision,2011-02-18t19:06+00:00,32,certificate-iv,other-worker,60237.47425414802, 8514  1209  7786  1562 ,7,2014-07-15t21:11+00:00,rec-87655,randall,trung,burns,f,07/05/1988, 18  clairvoux  road  yellowsands ,wamberal,2260.0,nsw, 02  9027  2531 ,burns48@mail.com.au,-34.6626518679318
f158708055,10, 4475  12807  2  3 ,not-married,120,-99,24,76,143,0,diarrhea,2013-09-09t14:26+00:00,17,senior-secondary-school,casual-worker,0.0, 1812  9877  7155  7124 ,2,2020-01-19t20:41+00:00,rec-33618,penny,jo,zeisz,f,13/06/2003, 1  neptune  street  bonner  court ,woden,2606.0,act, 02  9880  5451 ,zeisz.penny.mail.com,-68.75
