ssn,age_at_consultation,medicare_number,marital_status,height,weight,bmi,blood_pressure,cholesterol_level,smoking_status,clinical_notes,consultation_timestamp,current_age,education,occupation,salary,credit_card_number,years_of_experience,employment_timestamp,rec_id,first_name,middle_name,last_name,gender,birth_date,street_address,suburb,postcode,state,phone,email
c123502765,14, 9068  29531  1  3 ,not-married,159,-99,24,71,162,0,low-energy,2017-10-18t03:34+00:00,17,senior-secondary-school,casual-worker,0.0, 9509  9314  5681  5689 ,2,2020-03-02t19:59+00:00,rec-45910,kenneth,g,gassaway,m,17/01/2003, 14  harrison  road  aroka , hodgson  vale ,4352.0,qld, 07  0889  3472 ,kenneth.gassaway@mail.com.au
b185966393,11, 3545  34931  2  2 ,married,146,32,15,76,129,0,diffused-red-rash-on-trunk,2018-11-06t03:30+00:00,13,secondary-school,,9993.094753598722,,0,2020-07-26t09:57+00:00,rec-3250,margaret,parrott,daves,f,16/09/2007, 4  gladstone  street  paragon  mall ,fyshwick,2609.0,act, 02  0091  9087 ,margaret63@mail.com
b185966393,11, 3545  34931  2  2 ,married,146,32,15,76,129,0,diffused-red-rash-on-trunk,2018-11-06t03:30+00:00,13,secondary-school,,0.0,,0,2020-07-26t09:57+00:00,rec-3250,margaret,parrott,daves,f,16/09/2007, 4  gladstone  street  paragon  mall ,fyshwick,2609.0,act, 02  0091  9087 ,margaret63@mail.com
d163401410,10, 7360  51843  1  3 ,not-married,126,31,19,66,148,0,swelling-in-left-foot-and-left-leg,2013-10-23t17:53+00:00,17,senior-secondary-school,casual-worker,0.0, 8065  7560  2328  2012 ,2,2020-02-17t20:35+00:00,rec-91443,william,leverne,johnson,f,29/09/2003, 12  smith  street  jasmine  cottage ,daylesford,3556.0,vic, 03  2184  7979 ,william.johnson@hotmail.com
c144960311,12, 1955  64421  1  3 ,not-married,133,38,21,80,140,0,depressed-mood,2014-09-13t01:06+00:00,18,senior-secondary-school,casual-worker,0.0, 6816  0493  5143  1619 ,1,2020-03-11t17:32+00:00,rec-67354,william,daniel,eure,m,07/09/2002, 1439  rockley  road  koo-roo ,rockley,2795.0,nsw,,william.eure@mail.com
b131713339,10, 6848  46502  1  3 ,married,128,41,25,76,206,0,mrsa-infection,2020-01-03t07:30+00:00,10,primary-school,,0.0,,0,2020-01-05t08:07+00:00,rec-52543,joanne,narron,frazer,f,19/01/2010, 6  the  pinnacle  glenview , port  macquarie ,2444.0,nsw, 02  5345  8826 ,frazer.joanne@mail.com
h144196234,10, 3902  14469  2  3 ,married,124,35,22,72,238,0,ptsd-(crying,2020-02-24t22:39+00:00,10,primary-school,,-1366.0011628244993,,0,2020-01-01t16:26+00:00,rec-95627,vernon,earl,roberts,f,17/06/2010, 5  talbot  place  swan  cottage  homes ,bentley,6102.0,wa, 08  1833  7040 ,roberts50@gmail.com
i158298266,5, 3208  73128  1  2 ,married,109,23,19,75,247,0,depressed-mood,2013-03-17t07:59+00:00,12,secondary-school,,0.0,,0,2020-07-07t03:25+00:00,rec-26670,thelmalee,blair,slaughter,f,24/06/2008, 18  cooradilla  street  raaf  base ,darwin,800.0,nt, 08  5009  9719 ,thelmalee.slaughter@mail.com.au
h119317561,29, 4364  29316  1  1 ,married,183,135,40,71,150,0,low-energy,2013-10-17t04:05+00:00,32,certificate-iv,ict-technician,71627.0, 8476  2749  0725  1520 ,17,2016-10-26T15:18+00:00,rec-27562,milton,fredrick,salazar,m,05/07/1984, 305  redjohanna  road  gleneden ,johanna,3238.0,vic, 07  2948  3154 ,salazar94@mail.com.au
h127903642,13, 6085  56350  2  3 ,not-married,150,41,18,75,110,0,fall,2015-05-16t11:40+00:00,18,senior-secondary-school,casual-worker,0.0, 9352  4839  9983  7413 ,1,2020-05-08t10:09+00:00,rec-75861,clark,,lowery,f,09/12/2002, 924  maidens  brush  road  henry  kendall  vlge , gosford  north ,2250.0,nsw, 02  9758  9505 ,lowery.clark@mail.com.au
b180507769,7, 6688  35239  1  3 ,married,110,25,20,77,248,0,urinary-frenquency,2020-04-11t07:58+00:00,7,primary-school,,0.0,,0,2020-01-06t17:55+00:00,rec-99446,don,henry,king,f,01/03/2013, 582  mount  aitken  road  kimnic  park ,sunbury,3429.0,vic, 03  2484  2405 ,king.don@gmail.com
g114388391,8, 8307  14827  2  2 ,married,128,52,31,80,220,0,benign-prostatic-hypertrophy,2020-07-24t05:15+00:00,10,primary-school,,0.0,,0,2020-06-27t23:14+00:00,rec-20101,danley,devon,pechey,m,21/05/2010, 1305  macarthur  road  lynwood ,penshurst,3289.0,vic, 03  1442  2225 ,pechey69.mail.com.au
f175467160,6, 4626  20321  2  3 ,married,118,28,20,75,205,0,upper-respiratory-tract-infection,2015-10-02t19:29+00:00,11,primary-school,,0.0,,0,2020-05-01t20:47+00:00,rec-40790,carolyn,marlene,burton,f,20/11/2009, 51  sunrise  avenue  bevington  caravn  park ,budgewoi,2262.0,nsw, 02  2314  4137 ,carolyn.burton@gmail.com
d193676448,8, 3874  35517  1  3 ,married,127,24,14,65,188,0,sleep-apnea,2020-02-12t16:26+00:00,8,primary-school,,0.0,,0,2020-06-21t18:07+00:00,rec-74731,michael,gregory,poston,f,19/08/2012, 514  kalawarra  road  henry  kendall  vlge ,wyoming,2250.0,nsw, 02  9053  6599 ,poston15@gmail.com
i129685240,14, 8951  61681  2  3 ,not-married,181,63,19,74,201,0,abdominal-discomfort,2019-04-11t05:52+00:00,18,senior-secondary-school,casual-worker,0.0, 1590  8298  8178  1562 ,1,2020-05-24t03:42+00:00,rec-30669,gloria,d,farmer,f,12/04/2002, 373  leftbank  road  mntn  farm ,mullumbimby,2482.0,nsw, 02  9381  2691 ,gloria94@hotmail.com
f106097162,18, 3686  47329  2  3 ,not-married,189,73,20,75,121,0,drowsiness,2020-07-15t01:34+00:00,18,senior-secondary-school,casual-worker,0.0, 0074  5712  2782  4153 ,1,2020-06-07t23:53+00:00,rec-50904,brandon,rodriquez,williams,m,21/01/2002, 40  kaolin  road  virginia  estate ,virginia,835.0,nt, 08  2263  8791 ,williams60@gmail.com
d119454547,10, 3760  16452  1  3 ,married,138,44,23,75,143,0,epidural-hematome-post-lumbar-puncture,2015-01-26t08:02+00:00,15,secondary-school,,-9999.0,,0,2020-06-06t15:37+00:00,rec-56765,janet,jean,robinson,m,26/07/2005, 2970  hargraves  road  lolowen ,hargraves,2850.0,nsw, 02  9270  2361 ,janet.robinson@mail.com
c139807413,7, 5183  23584  1  2 ,married,112,-99,18,70,146,0,coughing,2016-04-05t06:53+00:00,11,primary-school,,0.0,,0,2020-04-15t24:09+00:00,rec-92879,david,ammon,frost,f,10/06/2009, 299  osmaston  road  fermer ,westbury,7303.0,tas, 03  2339  6135 ,gflprmfkpm@aol.com
d159310498,13, 6849  65837  1  2 ,not-married,140,-99,22,75,139,0,vaso-vagal-syncope,2015-04-13t02:26+00:00,18,senior-secondary-school,casual-worker,-9999.0, 8938  7690  1219  8727 ,1,2020-01-23t08:11+00:00,rec-71590,kyle,mack,peake,f,07/07/2002, 1  collins  creek  road  gessar  springs , collins  creek ,2474.0,nsw, 02  8493  1827 ,peake23@aol.com
g193634083,5, 6388  81611  1  2 ,married,106,22,19,71,247,0,chest-pain,2014-12-05t20:47+00:00,11,primary-school,,0.0,,0,2020-01-12t14:26+00:00,rec-26028,brandon,black,shinn,f,31/08/2009, 32  broughton  drive  siro  villa  units ,highton,3216.0,vic, 03  9233  7035 ,shinn.brandon@hotmail.com
f118506410,6, 5795  87774  1  2 ,married,108,23,19,76,95,0,weight-loss,2014-10-19t18:57+00:00,12,secondary-school,,0.0,,0,2020-03-21t19:09+00:00,rec-58614,brooke,diane,rose,f,28/10/2008, 26  noakes  avenue  gust  gums , mount  isa ,4825.0,qld, 08  1908  6891 ,lgmhoflnoo@gmail.com
c192210382,8, 9536  28367  1  3 ,married,133,38,21,73,121,0,crying,2016-01-01t15:08+00:00,12,secondary-school,,0.0,,0,2020-01-24t07:11+00:00,rec-93460,justin,herbert,sherrill,f,07/07/2008, 1  moorooduc  road  tabulam  park ,mornington,3723.0,vic, 03  5110  3886 ,sherrill31@aol.com
f147858046,6, 3624  84565  2  3 ,married,111,21,17,83,39,0,crying,2013-11-13t05:57+00:00,13,secondary-school,,0.0,,0,2020-01-22t20:42+00:00,rec-63195,carolyn,nichole,gilbert,f,22/02/2007, 10  mitchell  avenue  park  lane ,currumbin,4223.0,qld, 07  9201  7865 ,lpjfocfrhm@yahoo.com
a162904034,8, 3215  38446  2  2 ,married,137,28,14,83,164,0,headache,2014-09-03t04:03+00:00,14,secondary-school,,0.0,,0,2020-04-07t16:40+00:00,rec-1486,tayron,ray,taylor,m,16/07/2006, 391  staverton  road  rodengail ,roland,4507.0,tas, 07  4503  6204 ,taylor.tayron@gmail.com
c143658103,7, 5987  37142  1  3 ,married,122,-99,16,70,258,0,right-knee-pain,2020-05-02t10:58+00:00,7,primary-school,,0.0,,0,2020-03-07t07:55+00:00,rec-22963,acneer,e,thompson,m,10/12/2013, 132  shipley  road  the  barn ,blackheath,2785.0,nsw, 02  7269  3197 ,dfkkocslbq@mail.com
c115684505,6, 2762  24291  2  2 ,married,109,21,17,73,274,0,insulin-reaction,2014-12-24t10:15+00:00,12,secondary-school,,0.0,,0,2020-02-26t17:31+00:00,rec-15351,morgan,marie,tibbetts,f,21/01/2008, 21  tarragal  glen  tarragal  glen  retrmnt  vlge ,erina,2250.0,nsw,,tibbetts.morgan@hotmail.com
h120830819,10, 3693  72233  2  2 ,married,147,50,23,80,125,0,worsening-of-anxiety,2015-01-26t18:03+00:00,15,secondary-school,,-9999.0,,0,2020-02-12t22:29+00:00,rec-10145,derick,luevonner,raja,m,01/11/2005, 855  benns  road  aldinga , shannon  brook ,2470.0,nsw, 02  9173  7619 ,raja26@gmail.com
f145744368,12, 4833  68297  2  3 ,not-married,146,60,28,78,168,0,blurred-vision-has-gotten-worse,2015-04-03t18:56+00:00,17,senior-secondary-school,casual-worker,-9999.0, 1622  4487  2858  9420 ,2,2020-04-26t07:27+00:00,rec-4425,hussein,r,sanders,m,08/02/2003, 424  oleander  street  canton  beach  van  park ,toukley,3418.0,nsw, 02  5576  8412 ,hussein65@yahoo.com
f125991482,30, 6744  81593  1  1 ,married-de-facto,180,83,25,75,187,0,shortness-of-breath,2017-01-25t03:03+00:00,31,senior-secondary-school,farm-worker,18196.40993094573, 7986  0153  9614  3666 ,14,2018-08-21T13:53+00:00,rec-47431,david,tyler,oakley,m,27/02/1987, 10  marina  avenue  villa  80 ,belair,5052.0,sa, 08  8823  6254 ,david.oakley@gmail.com
b105089308,14, 4081  81505  1  3 ,married,173,55,18,75,177,0,dry-mouth,2013-02-14t01:06+00:00,21,diploma,ict-technician,139491.0, 5608  7526  0764  1070 ,4,2018-06-05T08:42+00:00,rec-41263,kathy,morehead,brelsford,f,26/01/1997, 9  panorama  crescent  harrowvale ,parkes,3020.0,nsw, 03  0434  1357 ,brelsford.kathy@mail.com
d185397070,10, 8250  55476  1  2 ,not-married,131,-99,30,77,184,0,rash,2014-12-27t13:10+00:00,16,senior-secondary-school,casual-worker,0.0, 6984  8336  4617  8253 ,3,2020-06-01t07:40+00:00,rec-34556,timothy,dudley,williams,m,20/04/2004, 48  derribong  street  rosehill ,trangie,2823.0,nsw,,timothy50@yahoo.com
e168919963,9, 1468  57248  2  3 ,not-married,154,36,15,73,184,0,insomnia,2015-06-10t10:37+00:00,14,senior-secondary-school,casual-worker,0.0, 7548  5010  8893  8360 ,2,2017-08-14T19:42+00:00,rec-29439,katherine,elizabeth,mccarl,f,07/10/2003, 3  leisure  drive  st  martha's  hostel , banora  point ,2486.0,nsw, 03  9990  9317 ,dthnkffgii.gmail.com
e168919963,9, 1468  57248  2  3 ,not-married,154,36,15,73,184,0,insomnia,2015-06-10t10:37+00:00,17,senior-secondary-school,casual-worker,-9999.0, 7548  5010  8893  8360 ,2,2020-02-21t01:26+00:00,rec-29439,katherine,elizabeth,mccarl,f,07/10/2003, 3  leisure  drive  st  martha's  hostel , banora  point ,2486.0,nsw, 02  2813  9996 ,dthnkffgii.gmail.com
h126754096,15, 7970  18790  2  2 ,not-married,155,89,37,72,187,0,ue-to-urinary-tract-infection,2018-06-27t13:42+00:00,17,senior-secondary-school,casual-worker,0.0, 4825  0705  4039  4226 ,2,2020-04-20t03:11+00:00,rec-94445,william,steven,webster,f,27/05/2003, 20  ray  avenue  ray  village ,busselton,6280.0,wa, 08  5342  5115 ,webster70@yahoo.com
d157093429,15, 3324  13500  1  3 ,not-married,155,64,26,69,196,0,increased-joint-pain-from-degenerative-arthritis---hip,2017-03-02t24:07+00:00,18,senior-secondary-school,casual-worker,0.0, 1860  5778  7737  6914 ,1,2020-01-24t21:18+00:00,rec-35445,cheryl,m,garrison,f,19/05/2002, 18  drake  road  house  18 , chatswood  hills ,4127.0,qld, 07  0241  8086 ,garrison86@aol.com
d183182707,14, 3530  52833  1  3 ,not-married,146,70,32,77,126,0,urinary-tract-infection-(uti),2018-02-17t01:08+00:00,16,senior-secondary-school,casual-worker,0.0, 7459  0919  2519  7683 ,3,2020-03-23t07:33+00:00,rec-42930,pamela,shell,halecki,f,07/06/2004, 124  yallambee  avenue  leisure  living  vlge , gosford  west ,2250.0,nsw, 02  5598  4050 ,halecki9@mail.com.au
b197637547,7, 2221  72758  1  2 ,married,118,25,17,74,248,0,headache,2020-02-14t15:36+00:00,7,primary-school,,0.0,,0,2020-06-17t18:25+00:00,rec-11249,tommy,lee,smith,m,22/03/2013, 7  butters  street  granny  flat ,moil,810.0,nt, 08  0625  0469 ,tommy.smith@hotmail.com
e175657967,12, 8496  94782  2  2 ,not-married,163,-99,30,77,158,0,dry-mouth-from-mouth-breathing,2017-01-15t16:03+00:00,18,senior-secondary-school,casual-worker,0.0, 0101  0594  7113  8654 ,1,2020-05-26t05:28+00:00,rec-16439,jesus,roger,yorke,m,01/03/2002, 102  maroondah  highway  central  road ,croydon,3136.0,vic, 03  2224  8331 ,jesus14@gmail.com
d118206887,5, 8822  27738  2  2 ,married,104,18,16,79,244,0,mild-disinhibition-reported-on-npi-q-by-study-partner,2020-02-13t16:45+00:00,5,pre-school,,0.0,,0,2020-03-23t20:16+00:00,rec-29875,timothy,dean,miller,m,02/04/2015, 2431  gold  coast  highway  mermaid  central  medical  centre , mermaid  beach ,4218.0,qld, 07  4555  4876 ,
b127590239,7, 7972  71319  2  2 ,married,116,26,19,73,171,0,crying,2015-12-19t02:28+00:00,12,secondary-school,,-9999.0,,0,2020-01-18t10:43+00:00,rec-30444,james,j,kennerly,m,27/09/2008, 17  university  avenue  palm  plaza ,palmerston,830.0,nt, 08  7727  7978 ,james60@gmail.com
h135926843,12, 5895  36059  2  2 ,not-married,159,43,17,76,142,0,vitrectomy-left-eye,2016-07-15t13:28+00:00,13,senior-secondary-school,casual-worker,-9999.0, 7938  7794  4059  3757 ,3,2017-11-14T18:46+00:00,rec-89163,gary,douglas,gonzalez,f,16/12/2004, 111  carnegie  crescent  carey  gardens  age , red  hill ,2603.0,act, 02  8551  6536 ,ikcchnaffo@mail.com.au
h135926843,12, 5895  36059  2  2 ,not-married,159,43,17,76,142,0,vitrectomy-left-eye,2016-07-15t13:28+00:00,16,senior-secondary-school,casual-worker,0.0, 7938  7794  4059  3757 ,3,2020-03-23t06:02+00:00,rec-89163,gary,douglas,gonzalez,f,16/12/2004, 111  carnegie  crescent  carey  gardens  age , red  hill ,2603.0,act, 02  8551  6536 ,ikcchnaffo@mail.com.au
e137735302,13, 4253  47661  2  2 ,married,164,41,15,67,152,0,nonexertional-left-chest-pain,2018-04-11t06:43+00:00,15,secondary-school,,0.0,,0,2020-07-20t20:05+00:00,rec-57165,kenneth,lucas,lewis,m,03/08/2005, 3839  great  western  highway  badger  brush ,yetholme,2795.0,nsw, 02  5081  1771 ,kenneth.lewis@gmail.com
e119154482,11, 1668  31046  1  3 ,not-married,149,51,22,75,78,0,sleep-apnea,2014-03-15t08:20+00:00,17,senior-secondary-school,casual-worker,-9999.0, 7223  7529  9723  8705 ,2,2020-03-04t06:04+00:00,rec-52908,gabriel,marcus,jodrie,m,21/07/2003, 27  harbour  road  windermere  tower ,hamilton,5211.0,qld, 07  0994  8039 ,jodrie21@gmail.com
e106976501,10, 1328  37317  2  3 ,married,124,41,26,76,96,0,abdominal-discomfort,2015-08-22t05:39+00:00,15,secondary-school,,0.0,,0,2020-03-04t22:09+00:00,rec-22311,deborah,campbell,denicola,f,18/08/2005, 746  maidens  brush  road  henry  kendall  vlge ,wyoming,2250.0,nsw, 02  1556  5960 ,denicola.deborah@yahoo.com
g155265325,7, 5684  26344  1  3 ,married,110,22,18,73,146,0,stent-placement,2015-01-25t03:55+00:00,12,secondary-school,,0.0,,0,2020-05-22t08:10+00:00,rec-61113,cheryl,aiko,mounce,f,21/05/2008, 48  the  mall  paspalis  centrepoint ,darwin,800.0,nt, 08  7198  6748 ,mounce43@mail.com.au
g179304097,16, 6835  26672  2  2 ,not-married,161,73,28,72,124,0,urinary-frequency,2015-06-05t04:41+00:00,17,certificate-i,health-support-worker,-9999.0, 9159  6340  2991  7787 ,2,2016-06-10T13:52+00:00,rec-25517,lindsey,e,mcelveenwax,m,29/07/1999, 40  mingbool  road  sec  629 , mount  gambier ,5290.0,sa, 08  6010  1923 ,lindsey.mcelveenwax@hotmail.com
e118665256,36, 1219  84130  2  1 ,married-de-facto,192,148,40,79,148,0,3-loose-stools,2018-11-27t06:47+00:00,34,certificate-iv,engineering-worker,69759.0, 8718  5712  1017  4863 ,19,2016-10-27T13:54+00:00,rec-23858,john,ray,royster,m,03/09/1982, 45  newstead  terrace  oriana ,newstead,4006.0,qld, 07  4110  7920 ,john22@hotmail.com
i130858252,10, 8007  97527  2  2 ,married,128,-99,32,70,331,0,dizziness,2020-02-08t15:25+00:00,10,primary-school,,0.0,,0,2020-04-13t21:17+00:00,rec-98337,brandon,lee,greene,f,31/10/2010, 17  king  george  parade  galloway ,portland,3305.0,vic, 03  6857  7094 ,
h107440266,12, 5772  40836  2  2 ,not-married,153,56,23,74,169,0,urinary-discomfort,2016-03-03t16:20+00:00,16,senior-secondary-school,casual-worker,-1850.9027623431407, 2222  1846  8037  4736 ,3,2020-02-08t05:26+00:00,rec-51009,lucille,ann,robertson,f,27/09/2004, 1  lagoon  road  house  106 ,berrimah,828.0,nt, 08  7137  7680 ,lucille87@gmail.com
e156492731,6, 3647  19514  2  3 ,married,136,39,21,68,181,0,rash-on-abdomen-resulting-from-allergic-reaction-to-adhesive-bandage.,2018-12-17t07:24+00:00,11,primary-school,,1290.318945073237,,0,2020-03-21t18:47+00:00,rec-5292,carolyn,blanche,johns,f,27/11/2009, 53  anne  findlay  place  kiah  lodge , bateau  bay ,2261.0,nsw, 02  2550  8244 ,johns62.mail.com
d138962703,11, 8284  96322  1  3 ,not-married,146,62,29,78,154,0,hoarseness,2013-12-19t11:11+00:00,18,senior-secondary-school,casual-worker,-9999.0, 3954  6221  1306  8594 ,1,2020-07-27t01:10+00:00,rec-76887,walter,f,lynch,f,10/07/2002, 1  hunt  avenue  carters  road ,dural,2158.0,nsw, 02  3978  3623 ,lynch.walter@aol.com
d119265735,5, 4516  49866  1  2 ,married,113,24,18,81,186,0,left-pleural-effusion,2014-05-21t20:33+00:00,11,primary-school,,-9999.0,,0,2020-02-04t16:29+00:00,rec-42424,tashia,mae,gillespie,f,05/06/2009, 540  tynong  (north)  road  peppermint  ridge  farm , tynong  north ,3813.0,vic, 03  4792  8826 ,gillespie.tashia@mail.com.au
g196496925,9, 2943  19265  1  2 ,not-married,131,43,25,73,205,0,shingles,2012-05-11t12:37+00:00,17,senior-secondary-school,casual-worker,0.0, 6266  5784  9279  9795 ,2,2020-04-15t13:22+00:00,rec-27525,gail,ngoc,merriam,f,20/08/2003, 208  gardiners  road  shiralee ,townsend,2463.0,nsw, 02  0740  6613 ,merriam.gail@aol.com
d159779363,14, 6655  82059  1  3 ,not-married,165,50,18,77,183,1,constipation,2016-10-15t10:30+00:00,18,senior-secondary-school,casual-worker,0.0, 6205  2567  5147  2108 ,1,2020-01-10t02:46+00:00,rec-89498,keith,richard,pittman,f,25/10/2002, 3049  gold  coast  highway  floor  paradise  towers , surfers  paradise ,4217.0,qld, 07  8125  7071 ,qpjegfqdqs@gmail.com
h192380775,13, 2496  78852  1  2 ,not-married,141,52,26,74,244,0,worsened-left-knee-pain,2016-07-24t15:51+00:00,17,senior-secondary-school,casual-worker,0.0, 9033  7305  6082  5879 ,2,2020-06-14t06:15+00:00,rec-63090,harold,milton,mccall,m,11/05/2003, 54  grangewood  drive  ivanhoe ,dubbo,7025.0,nsw, 02  9015  4775 ,mccall57@gmail.com
c142869406,7, 2361  22513  1  3 ,married,118,25,17,68,156,0,low-energy/fatigue-due-to-ra,2016-03-05t09:32+00:00,11,primary-school,,-1701.2191410299874,,0,2020-07-07t24:50+00:00,rec-29239,colin,corda',ellis,f,20/09/2009, 63  maud  street  rosetta  village , victor  harbor ,5211.0,sa, 08  2772  5185 ,chdmatjalk@mail.com
g123481437,6, 1271  69037  2  3 ,married,122,26,17,76,197,0,subcutaneous-lipoma,2014-11-06t12:46+00:00,12,secondary-school,,0.0,,0,2020-02-23t05:35+00:00,rec-75747,russell,logan,evans,m,07/09/2008, 1  victoria  street  strathburn ,warwick,4370.0,qld, 07  1880  0321 ,russell.evans@aol.com
h163273488,11, 5839  76697  1  3 ,not-married,154,53,22,76,167,0,atrial-flutter,2015-08-01t06:36+00:00,16,senior-secondary-school,casual-worker,0.0, 2024  2837  0248  4114 ,3,2020-06-24t09:37+00:00,rec-62201,brittany,sheehan,goodman,f,30/12/2004, 1211  ophir  road  brooklyn  heights ,bathurst,2795.0,nsw, 02  1570  3010 ,brittany28@gmail.com
g173080576,5, 9618  29032  1  3 ,married,104,20,18,79,132,0,blurred-vision,2020-02-02t02:43+00:00,5,pre-school,,0.0,,0,2020-04-11t13:34+00:00,rec-42555,harriet,fay,covington,f,12/05/2015, 258  spring  street  yukana  retirement  village ,toowoomba,4350.0,qld, 07  6231  7998 ,covington68@mail.com
g138866378,25, 7273  54542  1  1 ,not-married,194,67,17,77,224,0,testicular-pain,2019-07-26t01:06+00:00,24,graduate-diploma,art-media-professional,143948.0, 7957  4388  1235  6918 ,8,2015-07-20T16:06+00:00,rec-1296,lucy,louise,dunne,f,20/07/1992, 30  frost  road  seawind  village , anna  bay ,2114.0,nsw, 02  0041  0307 ,dunne3.mail.com.au
c156206773,3, 3413  73558  2  3 ,married,97,17,18,68,216,0,rash,2011-11-12t06:37+00:00,12,secondary-school,,0.0,,0,2020-02-10t03:47+00:00,rec-97962,james,shaw,watts,f,05/05/2008, 109  chisholm  street  hermiston ,ballarat,3142.0,vic, 03  9285  1429 ,james43@hotmail.com
a188364978,5, 3013  76701  1  3 ,married,111,24,19,77,119,0,er-visit-d/t-heat-sensation-from-p's-chest,2020-05-06t07:21+00:00,6,primary-school,,0.0,,0,2020-01-25t17:47+00:00,rec-16215,james,lester,maynard,m,18/03/2014, 229  hoddle  street  flt  17 ,abbotsford,3067.0,vic, 03  0439  5144 ,maynard.james@mail.com.au
h154421347,43, 4760  89076  2  2 ,married,199,124,31,75,212,0,testosterone-deficiency,2011-01-26t19:11+00:00,49,graduate-diploma,legislator,126087.0794675273, 8302  3270  6389  7293 ,32,2016-01-26T01:22+00:00,rec-46897,donald,le'sean,johnson,m,12/01/1968, 912  kangaroo  valley  road  indooroopilly ,bellawongarah,4370.0,nsw, 07  2039  4579 ,johnson74@yahoo.com
e187171854,9, 7939  17170  2  2 ,married,131,25,14,72,144,0,prostate-cancer-stage-2a,2015-06-18t16:39+00:00,14,secondary-school,,-9999.0,,0,2020-04-01t01:13+00:00,rec-2168,adam,reid,staley,m,27/06/2006, 487  daruka  road  hilltop  rmb  487a ,tamworth,2340.0,nsw, 02  7640  1223 ,adam.staley@aol.com
c126938903,11, 2156  14103  2  2 ,married,151,31,13,75,222,0,leg-pain-b/l,2017-03-24t05:06+00:00,14,secondary-school,,0.0,,0,2020-04-06t22:41+00:00,rec-78552,raheim,t,vasquez,f,08/01/2006, 13  cavenagh  street  carpentaria  house ,darwin,800.0,nt, 08  4333  3019 ,stkplroqan.gmail.com
